Prise en compte;Code INSEE Commune Nouvelle;Nom Commune Nouvelle Siège;Code INSEE Commune Déléguée (non actif);Nom Commune Déléguée;Adresse 2016 - Code INSEE;Adresse 2016 - L6 Code Postal;Adresse 2016 - L6 Libellé Acheminement;Adresse 2016 - Ligne 5 Commune déléguée;Adresse 2016 - Code INSEE associé à la L5;Adresse 2015 - Code INSEE;Adresse 2015 - L6 Code Postal;Adresse 2015 - Libellé Acheminement;Adresse 2015 - L5;Adresse 2015 - Code INSEE Associé à la L5
DÉCEMBRE 2016;08116;Bairon et ses environs;08116;Chesne (Le);08116;08390;BAIRON ET SES ENVIRONS;LE CHESNE;;08116;08390;LE CHESNE;;
DÉCEMBRE 2016;08491;Vrigne-aux-Bois;08491;Vrigne-aux-Bois;08491;08330;VRIGNE AUX BOIS;;;08491;08330;VRIGNE AUX BOIS;;
FÉVRIER 2016;08311;Mouzon;08311;Mouzon;08311;08210;MOUZON;;;08311;08210;MOUZON;;
JANVIER 2016;17295;Réaux sur Trèfle;17371;Saint-Maurice-de-Tavernole;;;REAUX SUR TREFLE;ST MAURICE DE TAVERNOLE;;;;ST MAURICE DE TAVERNOLE;;
DÉCEMBRE 2016;17277;Essouvert;17277;Saint-Denis-du-Pin;;;ESSOUVERT;ST DENIS DU PIN;;;;ST DENIS DU PIN;;
FÉVRIER 2016;21327;Val-Mont;21318;Ivry-en-Montagne;;;VAL MONT;IVRY EN MONTAGNE;;;;IVRY EN MONTAGNE;;
DÉCEMBRE 2016;16230;Montmoreau;16314;Saint-Eutrope;;;MONTMOREAU;ST EUTROPE;;;;ST EUTROPE;;
DÉCEMBRE 2016;19252;Sarroux-Saint Julien;19252;Sarroux;;;SARROUX ST JULIEN;SARROUX;;;;SARROUX;;
FÉVRIER 2016;21327;Val-Mont;21327;Jours-en-Vaux;;;VAL MONT;JOURS EN VAUX;;;;JOURS EN VAUX;;
DÉCEMBRE 2016;22046;Mené (Le);22297;Saint-Gouéno;;;LE MENE;ST GOUENO;;;;ST GOUENO;;
FÉVRIER 2016;19123;Malemort;19282;Venarsal;;;MALEMORT;VENARSAL;;;;VENARSAL;;
FÉVRIER 2016;22093;Lamballe;22093;Lamballe;;;LAMBALLE;TREGOMAR;;;;LAMBALLE;TREGOMAR;
FÉVRIER 2016;22093;Lamballe;22093;Lamballe;;;LAMBALLE;ST AARON;;;;LAMBALLE;ST AARON;
FÉVRIER 2016;24028;Beaumontois en Périgord;24310;Nojals-et-Clotte;;;BEAUMONTOIS EN PERIGORD;NOJALS ET CLOTTE;;;;NOJALS ET CLOTTE;;
DÉCEMBRE 2016;24026;Bassillac et Auberoche;24044;Blis-et-Born;;;BASSILLAC ET AUBEROCHE;BLIS ET BORN;;;;BLIS ET BORN;;
DÉCEMBRE 2016;22107;Bon Repos sur Blavet;22167;Perret;;;BON REPOS SUR BLAVET;PERRET;;;;PERRET;;
DÉCEMBRE 2016;22209;Beaussais-sur-Mer;22357;Trégon;;;BEAUSSAIS SUR MER;TREGON;;;;TREGON;;
DÉCEMBRE 2016;22158;Guerlédan;22298;Saint-Guen;;;GUERLEDAN;ST GUEN;;;;ST GUEN;;
DÉCEMBRE 2016;22183;Moulins (Les) *;22183;Plémet;;;LES MOULINS;PLEMET;;;;PLEMET;;
FÉVRIER 2016;22251;Pordic;22367;Tréméloir;;;PORDIC;TREMELOIR;;;;TREMELOIR;;
DÉCEMBRE 2017;22050;Dinan;22123;Léhon;;;DINAN;LEHON;;;;LEHON;;
DÉCEMBRE 2016;24053;Boulazac Isle Manoire;24053;Boulazac Isle Manoire;;;BOULAZAC ISLE MANOIRE;ST LAURENT SUR MANOIRE;;;;BOULAZAC ISLE MANOIRE;ST LAURENT SUR MANOIRE;
FÉVRIER 2016;24035;Pays de Belvès;24035;Belvès;;;PAYS DE BELVES;FONGALOP;;;;BELVES;FONGALOP;
DÉCEMBRE 2016;24117;Coteaux Périgourdins (Les);24204;Grèzes;;;LES COTEAUX PERIGOURDINS;GREZES;;;;GREZES;;
FÉVRIER 2016;24142;Coux et Bigaroque-Mouzens;24298;Mouzens;;;COUX ET BIGAROQUE MOUZENS;MOUZENS;;;;MOUZENS;;
OCTOBRE 2017;24216;Jemaye-Ponteyraud (La);24216;La Jemaye;;;LA JEMAYE PONTEYRAUD;LA JEMAYE;;;;LA JEMAYE;;
DÉCEMBRE 2016;24253;Mareuil en Périgord;24283;Monsec;;;MAREUIL EN PERIGORD;MONSEC;;;;MONSEC;;
DÉCEMBRE 2016;24253;Mareuil en Périgord;24253;Mareuil;;;MAREUIL EN PERIGORD;MAREUIL;;;;MAREUIL;;
DÉCEMBRE 2016;01426;Val-Revermont;01426;Treffort-Cuisiat;01426;01370;VAL REVERMONT;CUISIAT;01137;01426;01370;TREFFORT CUISIAT;CUISIAT;01137
DÉCEMBRE 2016;02458;Dhuys et Morin-en-Brie;02325;Fontenelle-en-Brie;02458;02540;DHUYS ET MORIN EN BRIE;FONTENELLE EN BRIE;02325;02325;02540;FONTENELLE EN BRIE;;
DÉCEMBRE 2016;01187;Haut Valromey;01409;Songieu;01187;01260;HAUT VALROMEY;SONGIEU;01409;01409;01260;SONGIEU;;
DÉCEMBRE 2016;02458;Dhuys et Morin-en-Brie;02458;Marchais-en-Brie;02458;02540;DHUYS ET MORIN EN BRIE;MARCHAIS EN BRIE;;02458;02540;MARCHAIS EN BRIE;;
DÉCEMBRE 2016;02053;Vallées en Champagne;02053;Baulne-en-Brie;02053;02330;VALLEES EN CHAMPAGNE;BAULNE EN BRIE;;02053;02330;BAULNE EN BRIE;;
OCTOBRE 2018;01025;Bâgé-Dommartin;01025;Bâgé-la-Ville;01025;01380;BAGE DOMMARTIN;BAGE LA VILLE;;01025;01380;BAGE LA VILLE;;
OCTOBRE 2017;04033;Ubaye-Serre-Ponçon;04033;La Bréole;04033;04340;UBAYE SERRE PONCON;LA BREOLE;;04033;04340;LA BREOLE;;
MAI 2018;05039;Aubessagne;05039;Chauffayer;05039;05800;AUBESSAGNE;CHAUFFAYER;;05039;05800;CHAUFFAYER;;
DÉCEMBRE 2016;27198;Mesnils-sur-Iton;27024;Roncenay-Authenay (Le);;;MESNILS SUR ITON;LE RONCENAY;;;;LE RONCENAY AUTHENAY;LE RONCENAY;
DÉCEMBRE 2017;27089;Thénouville;27089;Thénouville;;;THENOUVILLE;THEILLEMENT;;;;THENOUVILLE;THEILLEMENT;
DÉCEMBRE 2016;27062;Monts du Roumois (Les);27062;Berville-en-Roumois;;;LES MONTS DU ROUMOIS;BERVILLE EN ROUMOIS;;;;BERVILLE EN ROUMOIS;;
DÉCEMBRE 2016;27294;Val d'Orger;27274;Gaillardbois-Cressenville;;;VAL D ORGER;GAILLARDBOIS CRESSENVILLE;;;;GAILLARDBOIS CRESSENVILLE;;
FÉVRIER 2016;27302;Bosc du Theil (Le);27574;Saint-Nicolas-du-Bosc;;;LE BOSC DU THEIL;ST NICOLAS DU BOSC;;;;ST NICOLAS DU BOSC;;
DÉCEMBRE 2016;27213;Vexin-sur-Epte;27060;Berthenonville;;;VEXIN SUR EPTE;BERTHENONVILLE;;;;BERTHENONVILLE;;
DÉCEMBRE 2017;27089;Thénouville;27657;Touville;;;THENOUVILLE;TOUVILLE SUR MONTFORT;;;;TOUVILLE SUR MONTFORT;;
DÉCEMBRE 2016;27198;Mesnils-sur-Iton;27293;Gouville;;;MESNILS SUR ITON;GOUVILLE;;;;GOUVILLE;;
DÉCEMBRE 2016;27198;Mesnils-sur-Iton;27503;Sacq (Le);;;MESNILS SUR ITON;LE SACQ;;;;LE SACQ;;
FÉVRIER 2016;27277;Baronnie (La);27277;Garencières;;;LA BARONNIE;GARENCIERES;;;;GARENCIERES;;
FÉVRIER 2016;27277;Baronnie (La);27484;Quessigny;;;LA BARONNIE;QUESSIGNY;;;;QUESSIGNY;;
MARS 2016;27049;Mesnil-en-Ouche;27566;Sainte-Marguerite-en-Ouche;;;MESNIL EN OUCHE;STE MARGUERITE EN OUCHE;;;;STE MARGUERITE EN OUCHE;;
MARS 2016;27049;Mesnil-en-Ouche;27356;Jonquerets-de-Livet;;;MESNIL EN OUCHE;JONQUERETS DE LIVET;;;;JONQUERETS DE LIVET;;
DÉCEMBRE 2016;25424;Premiers Sapins (Les);25128;Chasnans;;;LES PREMIERS SAPINS;CHASNANS;;;;CHASNANS;;
DÉCEMBRE 2016;25424;Premiers Sapins (Les);25585;Vanclans;;;LES PREMIERS SAPINS;VANCLANS;;;;VANCLANS;;
DÉCEMBRE 2016;27032;Chambois;27634;Thomer-la-Sôgne;;;CHAMBOIS;THOMER LA SOGNE;;;;THOMER LA SOGNE;;
MARS 2016;27049;Mesnil-en-Ouche;27296;Granchain;;;MESNIL EN OUCHE;GRANCHAIN;;;;GRANCHAIN;;
FÉVRIER 2016;25438;Osselle-Routelle;25438;Osselle;;;OSSELLE ROUTELLE;OSSELLE;;;;OSSELLE;;
DÉCEMBRE 2016;27032;Chambois;27172;Corneuil;;;CHAMBOIS;CORNEUIL;;;;CORNEUIL;;
JUILLET 2016;25575;Vaire;25575;Vaire-Arcier;;;VAIRE;VAIRE ARCIER;;;;VAIRE ARCIER;;
MARS 2016;27049;Mesnil-en-Ouche;27007;Ajou;;;MESNIL EN OUCHE;AJOU;;;;AJOU;;
DÉCEMBRE 2016;28103;Cloyes-les-Trois-Rivières;28340;Saint-Hilaire-sur-Yerre;;;CLOYES LES TROIS RIVIERES;ST HILAIRE SUR YERRE;;;;ST HILAIRE SUR YERRE;;
DÉCEMBRE 2016;27679;Verneuil d'Avre et d'Iton;27265;Francheville;;;VERNEUIL D AVRE ET D ITON;FRANCHEVILLE;;;;FRANCHEVILLE;;
DÉCEMBRE 2016;27448;Pacy-sur-Eure;27510;Saint-Aquilin-de-Pacy;;;PACY SUR EURE;ST AQUILIN DE PACY;;;;ST AQUILIN DE PACY;;
DÉCEMBRE 2016;27578;Sainte-Marie-d'Attez;27578;Saint-Ouen-d'Attez;;;STE MARIE D ATTEZ;ST OUEN D ATTEZ;;;;ST OUEN D ATTEZ;;
OCTOBRE 2018;27467;Pont-Audemer;27549;Saint-Germain-Village;;;PONT AUDEMER;ST GERMAIN VILLAGE;;;;ST GERMAIN VILLAGE;;
DÉCEMBRE 2016;28012;Commune nouvelle d'Arrou;28204;Langey;;;COMMUNE NOUVELLE D ARROU;LANGEY;;;;LANGEY;;
DÉCEMBRE 2016;27565;Lesme (Le);27303;Guernanville;;;LE LESME;GUERNANVILLE;;;;GUERNANVILLE;;
DÉCEMBRE 2017;28127;Dangeau;28127;Dangeau;;;DANGEAU;;;;;DANGEAU;;
DÉCEMBRE 2016;24362;Val de Louyre et Caudeau;24362;Sainte-Alvère-Saint-Laurent Les Bâtons;;;VAL DE LOUYRE ET CAUDEAU;ST LAURENT DES BATONS;;;;STE ALVERE ST LAURENT LES BATONS;ST LAURENT DES BATONS;
DÉCEMBRE 2016;25334;Levier;25334;Levier;;;LEVIER;GRANGES MAILLOT;;;;LEVIER;GRANGES MAILLOT;
DÉCEMBRE 2016;24147;Cubjac-Auvézère-Val d'Ans;24047;La Boissière-d’Ans;;;CUBJAC AUVEZERE VAL D ANS;LA BOISSIERE D ANS;;;;LA BOISSIERE D ANS;;
DÉCEMBRE 2016;24312;Sanilhac;24312;Notre-Dame-de-Sanilhac;;;SANILHAC;NOTRE DAME DE SANILHAC;;;;NOTRE DAME DE SANILHAC;;
DÉCEMBRE 2016;25147;Chemaudin et Vaux;25593;Vaux-les-Prés;;;CHEMAUDIN ET VAUX;VAUX LES PRES;;;;VAUX LES PRES;;
DÉCEMBRE 2016;25334;Levier;25319;Labergement-du-Navois;;;LEVIER;LABERGEMENT DU NAVOIS;;;;LABERGEMENT DU NAVOIS;;
OCTOBRE 2018;25368;Marchaux-Chaudefontaine;25368;Marchaux;;;MARCHAUX CHAUDEFONTAINE;MARCHAUX;;;;MARCHAUX;;
DÉCEMBRE 2016;25424;Premiers Sapins (Les);25028;Athose;;;LES PREMIERS SAPINS;ATHOSE;;;;ATHOSE;;
DÉCEMBRE 2016;24087;Castels et Bézenac;24087;Castels;;;CASTELS ET BEZENAC;CASTELS;;;;CASTELS;;
DÉCEMBRE 2016;25222;Étalans;25222;Étalans;;;ETALANS;;;;;ETALANS;;
DÉCEMBRE 2016;29021;Plounéour-Brignogan-plages;29021;Brignogan-Plages;;;PLOUNEOUR BRIGNOGAN PLAGES;BRIGNOGAN PLAGE;;;;BRIGNOGAN PLAGE;;
OCTOBRE 2018;31277;Lasserre-Pradère;31438;Pradère-Les-Bourguets;;;LASSERRE PRADERE;PRADERE LES BOURGUETS;;;;PRADERE LES BOURGUETS;;
DÉCEMBRE 2016;28422;Villages Vovéens (Les);28258;Montainville;;;LES VILLAGES VOVEENS;MONTAINVILLE;;;;MONTAINVILLE;;
DÉCEMBRE 2017;28127;Dangeau;28250;Mézières-au-Perche;;;DANGEAU;MEZIERES AU PERCHE;;;;MEZIEREZ AU PERCHE;;
DÉCEMBRE 2016;28330;Villemaury;28295;Ozoir-le-Breuil;;;VILLEMAURY;OZOIR LE BREUIL;;;;OZOIR LE BREUIL;;
DÉCEMBRE 2016;28330;Villemaury;28224;Lutz-en-Dunois;;;VILLEMAURY;LUTZ EN DUNOIS;;;;LUTZ EN DUNOIS;;
DÉCEMBRE 2016;29076;Milizac-Guipronvel;29076;Guipronvel;;;MILIZAC GUIPRONVEL;GUIPRONVEL;;;;GUIPRONVEL;;
DÉCEMBRE 2016;28422;Villages Vovéens (Les);28422;Voves;;;LES VILLAGES VOVEENS;VOVES;;;;VOVES;;
FÉVRIER 2016;35060;Chapelle-du-Lou-du-Lac (La);35060;Chapelle-du-Lou (La);;;LA CHAPELLE DU LOU DU LAC;LA CHAPELLE DU LOU;;;;LA CHAPELLE DU LOU;;
FÉVRIER 2016;32079;Castelnau d'Auzan Labarrère;32079;Castelnau-d'Auzan;;;CASTELNAU D AUZAN LABARRERE;CASTELNAU D AUZAN;;;;CASTELNAU D AUZAN;;
DÉCEMBRE 2016;33106;Castets et Castillon;33106;Castets-en-Dorthe;;;CASTETS ET CASTILLON;CASTETS EN DORTHE;;;;CASTETS EN DORTHE;;
FÉVRIER 2016;32079;Castelnau d'Auzan Labarrère;32168;Labarrère;;;CASTELNAU D AUZAN LABARRERE;LABARRERE;;;;LABARRERE;;
FÉVRIER 2016;33018;Val de Virvée;33371;Saint-Antoine;;;VAL DE VIRVEE;ST ANTOINE;;;;ST ANTOINE;;
DÉCEMBRE 2016;33268;Margaux-Cantenac;33268;Margaux;;;MARGAUX CANTENAC;MARGAUX;;;;MARGAUX;;
DÉCEMBRE 2016;35069;Châteaugiron;35069;Châteaugiron;;;CHATEAUGIRON;;;;;CHATEAUGIRON;;
OCTOBRE 2017;31412;Péguilhan;31412;Péguilhan;;;PEGUILHAN;;;;;PEGUILHAN;;
FÉVRIER 2016;61211;Juvigny Val d'Andaine;61380;Saint-Denis-de-Villenette;;;JUVIGNY VAL D ANDAINE;ST DENIS DE VILLENETTE;;;;ST DENIS DE VILLENETTE;;
FÉVRIER 2016;61230;Longny les Villages;61220;Lande-sur-Eure (La);;;LONGNY LES VILLAGES;LA LANDE SUR EURE;;;;LA LANDE SUR EURE;;
FÉVRIER 2016;61211;Juvigny Val d'Andaine;61211;Juvigny-sous-Andaine;;;JUVIGNY VAL D ANDAINE;JUVIGNY SOUS ANDAINE;;;;JUVIGNY SOUS ANDAINE;;
FÉVRIER 2016;61324;Passais Villages;61155;Épinay-le-Comte (L');;;PASSAIS VILLAGES;L EPINAY LE COMTE;;;;L EPINAY LE COMTE;;
FÉVRIER 2016;61345;Rémalard en Perche;61042;Bellou-sur-Huisne;;;REMALARD EN PERCHE;BELLOU SUR HUISNE;;;;BELLOU SUR HUISNE;;
DÉCEMBRE 2016;61474;Gouffern en Auge;61009;Aubry-en-Exmes;;;GOUFFERN EN AUGE;AUBRY EN EXMES;;;;AUBRY EN EXMES;;
FÉVRIER 2016;61324;Passais Villages;61324;Passais;;;PASSAIS VILLAGES;PASSAIS LA CONCEPTION;;;;PASSAIS LA CONCEPTION;;
DÉCEMBRE 2016;61339;Putanges-le-Lac;61354;Rotours (Les);;;PUTANGES LE LAC;LES ROTOURS;;;;LES ROTOURS;;
FÉVRIER 2016;61345;Rémalard en Perche;61147;Dorceau;;;REMALARD EN PERCHE;DORCEAU;;;;DORCEAU;;
FÉVRIER 2016;61309;Perche en Nocé;61144;Dancé;;;PERCHE EN NOCE;DANCE;;;;DANCE;;
FÉVRIER 2016;62757;Saint-Martin-lez-Tatinghem;62757;Saint-Martin-au-Laërt;;;ST MARTIN LEZ TATINGHEM;ST MARTIN AU LAERT;;;;ST MARTIN AU LAERT;;
DÉCEMBRE 2016;62295;Enquin-lez-Guinegatte;62295;Enquin-les-Mines;;;ENQUIN LEZ GUINEGATTE;ENQUIN LES MINES;;;;ENQUIN LES MINES;;
DÉCEMBRE 2016;61474;Gouffern en Auge;61496;Urou-et-Crennes;;;GOUFFERN EN AUGE;UROU ET CRENNES;;;;UROU ET CRENNES;;
DÉCEMBRE 2016;62295;Enquin-lez-Guinegatte;62294;Enguinegatte;;;ENQUIN LEZ GUINEGATTE;ENGUINEGATTE;;;;ENGUINEGATTE;;
DÉCEMBRE 2016;61484;Val-au-Perche;61204;Hermitière (L');;;VAL AU PERCHE;L HERMITIERE;;;;L HERMITIERE;;
DÉCEMBRE 2016;61474;Gouffern en Auge;61315;Omméel;;;GOUFFERN EN AUGE;OMMEEL;;;;OMMEEL;;
DÉCEMBRE 2016;61484;Val-au-Perche;61356;Rouge (La);;;VAL AU PERCHE;LA ROUGE;;;;LA ROUGE;;
FÉVRIER 2016;63255;Nonette-Orsonnette;63255;Nonette;;;NONETTE ORSONNETTE;NONETTE;;;;NONETTE;;
FÉVRIER 2016;62691;Saint-Augustin;62226;Clarques;;;ST AUGUSTIN;CLARQUES;;;;CLARQUES;;
DÉCEMBRE 2016;61484;Val-au-Perche;61246;Mâle;;;VAL AU PERCHE;MALE;;;;MALE;;
FÉVRIER 2016;67539;Wingersheim les quatre Bans;67158;Gingsheim;;;WINGERSHEIM LES QUATRE BANS;GINGSHEIM;;;;GINGSHEIM;;
MAI 2018;67153;Geiswiller-Zœbersdorf;67153;Geiswiller;;;GEISWILLER ZOEBERSDORF;GEISWILLER;;;;GEISWILLER;;
FÉVRIER 2016;67372;Val de Moder;67372;Pfaffenhoffen;;;VAL DE MODER;PFAFFENHOFFEN;;;;PFAFFENHOFFEN;;
FÉVRIER 2016;63255;Nonette-Orsonnette;63266;Orsonnette;;;NONETTE ORSONNETTE;ORSONNETTE;;;;ORSONNETTE;;
FÉVRIER 2016;65282;Loudenvielle;65027;Armenteule;;;LOUDENVIELLE;ARMENTEULE;;;;ARMENTEULE;;
FÉVRIER 2016;67372;Val de Moder;67512;Walck (La);;;VAL DE MODER;LA WALCK;;;;LA WALCK;;
DÉCEMBRE 2016;64225;Ance Féas;64020;Ance;;;ANCE FEAS;ANCE;;;;ANCE;;
FÉVRIER 2016;67495;Truchtersheim;67495;Truchtersheim;;;TRUCHTERSHEIM;;;;;TRUCHTERSHEIM;;
FÉVRIER 2016;65282;Loudenvielle;65282;Loudenvielle;;;LOUDENVIELLE;;;;;LOUDENVIELLE;;
DÉCEMBRE 2016;65399;Saligos;65399;Saligos;;;SALIGOS;;;;;SALIGOS;;
FÉVRIER 2016;76476;Port-Jérôme-sur-Seine;76476;Notre-Dame-de-Gravenchon;;;PORT JEROME SUR SEINE;NOTRE DAME DE GRAVENCHON;;;;NOTRE DAME DE GRAVENCHON;;
FÉVRIER 2016;76401;Arelaune-en-Seine;76625;Saint-Nicolas-de-Bliquetuit;;;ARELAUNE EN SEINE;ST NICOLAS DE BLIQUETUIT;;;;ST NICOLAS DE BLIQUETUIT;;
FÉVRIER 2016;76476;Port-Jérôme-sur-Seine;76701;Touffreville-la-Cable;;;PORT JEROME SUR SEINE;TOUFFREVILLE LA CABLE;;;;TOUFFREVILLE LA CABLE;;
FÉVRIER 2016;76401;Arelaune-en-Seine;76401;Mailleraye-sur-Seine (La);;;ARELAUNE EN SEINE;LA MAILLERAYE SUR SEINE;;;;LA MAILLERAYE SUR SEINE;;
DÉCEMBRE 2016;76258;Terres-de-Caux;76258;Fauville-en-Caux;;;TERRES DE CAUX;FAUVILLE EN CAUX;;;;FAUVILLE EN CAUX;;
DÉCEMBRE 2016;76258;Terres-de-Caux;76078;Bennetot;;;TERRES DE CAUX;BENNETOT;;;;BENNETOT;;
OCTOBRE 2017;76146;Buchy;76146;Buchy;;;BUCHY;;;;;BUCHY;;
DÉCEMBRE 2016;71582;Vineuse sur Fregande (La);71587;Vitry-lès-Cluny;;;LA VINEUSE SUR FREGANDE;VITRY LES CLUNY;;;;VITRY LES CLUNY;;
OCTOBRE 2017;72025;Bazouges Cré sur Loir;72025;Bazouges-sur-le-Loir;;;BAZOUGES CRE SUR LOIR;BAZOUGES SUR LE LOIR;;;;BAZOUGES SUR LE LOIR;;
FÉVRIER 2016;72023;Ballon-Saint Mars;72301;Saint-Mars-sous-Ballon;;;BALLON ST MARS;ST MARS SOUS BALLON;;;;ST MARS SOUS BALLON;;
OCTOBRE 2017;72262;Loir en Vallée;72262;Ruillé-sur-Loir;;;LOIR EN VALLEE;RUILLE SUR LOIR;;;;RUILLE SUR LOIR;;
JANVIER 2016;68162;Kaysersberg Vignoble;68162;Kaysersberg;;;KAYSERSBERG VIGNOBLE;KAYSERSBERG;;;;KAYSERSBERG;;
FÉVRIER 2016;68320;Spechbach;68319;Spechbach-le-Bas;;;SPECHBACH;SPECHBACH LE BAS;;;;SPECHBACH LE BAS;;
FÉVRIER 2016;73006;Aime-la-Plagne;73169;Montgirod;;;AIME LA PLAGNE;MONTGIROD;;;;MONTGIROD;;
OCTOBRE 2017;73227;Courchevel;73198;La Perrière;;;COURCHEVEL;LA PERRIERE;;;;LA PERRIERE;;
FÉVRIER 2016;71204;Fragnes-La Loyère;71204;Fragnes;;;FRAGNES LA LOYERE;FRAGNES;;;;FRAGNES;;
DÉCEMBRE 2016;01187;Haut Valromey;01292;Petit-Abergement (Le);01187;01260;HAUT VALROMEY;LE PETIT ABERGEMENT;01292;01292;01260;LE PETIT ABERGEMENT;;
FÉVRIER 2016;01338;Groslée-Saint-Benoit;01182;Groslée;01338;01680;GROSLEE ST BENOIT;GROSLEE;01182;01182;01680;GROSLEE;;
FÉVRIER 2016;01286;Parves et Nattages;01271;Nattages;01286;01300;PARVES ET NATTAGES;NATTAGES;01271;01271;01300;NATTAGES;;
FÉVRIER 2016;01204;Poizat-Lalleyriat (Le);01204;Lalleyriat;01204;01130;LE POIZAT LALLEYRIAT;LALLEYRIAT;;01204;01130;LALLEYRIAT;;
DÉCEMBRE 2016;14431;Mézidon Vallée d'Auge;14431;Mézidon-Canon;14431;14270;MEZIDON VALLEE D AUGE;CANON;14133;14431;14270;MEZIDON CANON;CANON;14133
DÉCEMBRE 2016;14431;Mézidon Vallée d'Auge;14600;Saint-Julien-le-Faucon;14431;14140;MEZIDON VALLEE D AUGE;ST JULIEN LE FAUCON;14600;14600;14140;ST JULIEN LE FAUCON;;
DÉCEMBRE 2016;14431;Mézidon Vallée d'Auge;14386;Magny-la-Campagne;14431;14270;MEZIDON VALLEE D AUGE;MAGNY LA CAMPAGNE;14386;14386;14270;MAGNY LA CAMPAGNE;;
DÉCEMBRE 2016;14431;Mézidon Vallée d'Auge;14493;Percy-en-Auge;14431;14270;MEZIDON VALLEE D AUGE;PERCY EN AUGE;14493;14493;14270;PERCY EN AUGE;;
DÉCEMBRE 2016;14431;Mézidon Vallée d'Auge;14359;Lécaude;14431;14140;MEZIDON VALLEE D AUGE;LECAUDE;14359;14359;14140;LECAUDE;;
FÉVRIER 2016;14475;Noyers-Missy *;14432;Missy;14475;14210;NOYERS MISSY;MISSY;14432;14432;14210;MISSY;;
DÉCEMBRE 2016;14431;Mézidon Vallée d'Auge;14431;Mézidon-Canon;14431;14270;MEZIDON VALLEE D AUGE;MEZIDON CANON;;14431;14270;MEZIDON CANON;;
DÉCEMBRE 2016;14406;Moulins en Bessin;14406;Martragny;14406;14740;MOULINS EN BESSIN;MARTRAGNY;;14406;14740;MARTRAGNY;;
FÉVRIER 2016;14475;Noyers-Missy *;14475;Noyers-Bocage;14475;14210;NOYERS MISSY;NOYERS BOCAGE;;14475;14210;NOYERS BOCAGE;;
DÉCEMBRE 2016;16046;Côteaux du blanzacais;16046;Blanzac-Porcheresse;;;COTEAUX DU BLANZACAIS;PORCHERESSE;;;;BLANZAC PORCHERESSE;PORCHERESSE;
FÉVRIER 2016;14762;Vire Normandie;14762;Vire;;;VIRE NORMANDIE;ST MARTIN DE TALLEVENDE;;;;VIRE;ST MARTIN DE TALLEVENDE;
DÉCEMBRE 2016;15141;Neussargues en Pinatelle;15047;Chavagnac;;;NEUSSARGUES EN PINATELLE;CHAVAGNAC;;;;CHAVAGNAC;;
DÉCEMBRE 2016;15142;Neuvéglise-sur-Truyère;15099;Lavastrie;;;NEUVEGLISE SUR TRUYERE;LAVASTRIE;;;;LAVASTRIE;;
FÉVRIER 2016;15181;Saint-Constant-Fournoulès;15071;Fournoulès;;;ST CONSTANT FOURNOULES;FOURNOULES;;;;FOURNOULES;;
DÉCEMBRE 2016;15142;Neuvéglise-sur-Truyère;15227;Sériers;;;NEUVEGLISE SUR TRUYERE;SERIERS;;;;SERIERS;;
DÉCEMBRE 2016;15108;Val d'Arcomie;15197;Saint-Marc;;;VAL D ARCOMIE;ST MARC;;;;ST MARC;;
FÉVRIER 2016;15268;Rouget-Pers (Le);15268;Rouget (Le);;;LE ROUGET PERS;LE ROUGET;;;;LE ROUGET;;
FÉVRIER 2016;15268;Rouget-Pers (Le);15150;Pers;;;LE ROUGET PERS;PERS;;;;PERS;;
FÉVRIER 2016;22084;Jugon-les-Lacs - Commune nouvelle;22084;Jugon-les-Lacs;;;JUGON LES LACS COMMUNE NOUVELLE;JUGON LES LACS;;;;JUGON LES LACS;;
DÉCEMBRE 2016;16230;Montmoreau;16328;Saint-Laurent-de-Belzagot;;;MONTMOREAU;ST LAURENT DE BELZAGOT;;;;ST LAURENT DE BELZAGOT;;
DÉCEMBRE 2016;16230;Montmoreau;16004;Aignes-et-Puypéroux;;;MONTMOREAU;AIGNES ET PUYPEROUX;;;;AIGNES ET PUYPEROUX;;
DÉCEMBRE 2016;22046;Mené (Le);22303;Saint-Jacut-du-Mené;;;LE MENE;ST JACUT DU MENE;;;;ST JACUT DU MENE;;
DÉCEMBRE 2016;19010;Argentat-sur-Dordogne;19010;Argentat;;;ARGENTAT SUR DORDOGNE;ARGENTAT;;;;ARGENTAT;;
SEPTEMBRE 2018;17340;Saint-Pierre-la-Noue;17272;Péré;;;ST PIERRE LA NOUE;PERE;;;;PERE;;
MARS 2016;22055;Binic-Étables-sur-Mer;22007;Binic;;;BINIC ETABLES SUR MER;BINIC;;;;BINIC;;
DÉCEMBRE 2017;17457;La Devise;17103;Chervettes;;;LA DEVISE;CHERVETTES;;;;CHERVETTES;;
FÉVRIER 2016;16286;Rouillac;16371;Sonneville;;;ROUILLAC;SONNEVILLE;;;;SONNEVILLE;;
FÉVRIER 2016;24053;Boulazac Isle Manoire *;24439;Saint-Laurent-sur-Manoire;;;BOULAZAC ISLE MANOIRE;ST LAURENT SUR MANOIRE;;;;ST LAURENT SUR MANOIRE;;
DÉCEMBRE 2016;24147;Cubjac-Auvézère-Val d'Ans;24475;Saint-Pantaly-d’Ans;;;CUBJAC AUVEZERE VAL D ANS;ST PANTALY D ANS;;;;ST PANTALY D ANS;;
